Date,USD,KZT,BYR,UAH,EUR
2003-01,31.80581666666667,0.20515550000000002,0.016338583333333333,5.941366666666666,34.381
2003-02,31.698978947368417,0.20644373684210526,0.01615153684210526,5.915098947368421,34.187842105263165
2003-03,31.45329,0.20754714999999999,0.01582463,5.871586000000001,33.95197
2003-04,31.211786363636364,0.20527772727272728,0.015509613636363636,5.8095454545454555,33.86705
2003-05,30.907054999999993,0.2047485,0.01517658,5.697169500000001,35.738175
2003-06,30.468626315789468,0.20459926315789476,0.014806326315789474,5.625994210526315,35.59421052631579
2003-07,30.360286956521737,0.2066377391304348,0.014652173913043482,5.662817391304348,34.559969565217386
2003-08,30.34902727272727,0.20671886363636363,0.014517009090909088,5.639970000000001,33.87616818181817
2003-09,30.598633333333336,0.20687271428571427,0.014526138095238093,5.685976190476191,34.29967142857143
2003-10,30.164713043478258,0.20393230434782605,0.014190960869565214,5.595330869565218,35.296326086956526
2003-11,29.807964999999996,0.20273685000000002,0.013920824999999998,5.531035999999999,34.92408999999999
2003-12,29.4337,0.2030285714285714,0.013652304761904762,5.470118095238095,36.133723809523815
2004-01,28.838794999999998,0.20446625,0.013320450000000001,5.349445999999999,36.37700000000001
2004-02,28.51467368421052,0.20493042105263157,0.013207894736842106,5.282057368421053,36.09247894736842
2004-03,28.529261904761906,0.20519776190476197,0.013242142857142859,5.294899999999999,35.01782857142858
2004-04,28.68563181818182,0.20759350000000001,0.01330920454545455,5.34004090909091,34.446327272727274
2004-05,28.98921666666667,0.21148850000000002,0.013436277777777776,5.418081111111111,34.816788888888894
2004-06,29.02972380952381,0.2128547619047619,0.013451261904761909,5.436036190476191,35.29821904761905
2004-07,29.081926086956525,0.21445321739130432,0.013448756521739129,5.450097826086956,35.67298695652173
2004-08,29.21928571428571,0.2145851428571429,0.013502647619047617,5.470758571428571,35.6283619047619
2004-09,29.22208181818182,0.21579777272727274,0.013476486363636363,5.448548636363636,35.66098636363636
2004-10,29.070299999999996,0.21819963636363637,0.013366627272727272,5.403998181818182,36.28716363636364
2004-11,28.591185000000003,0.21878939999999997,0.01311801,5.331577,37.07927
2004-12,27.904027272727273,0.21463427272727278,0.012802572727272726,5.169652272727273,37.389568181818184
2005-01,28.009086666666658,0.2152396,0.012872479999999999,5.235846666666666,36.719253333333334
2005-02,27.995394736842105,0.21511047368421057,0.012899605263157895,5.271650000000001,36.380994736842105
2005-03,27.626422727272725,0.21161236363636365,0.012803163636363636,5.2540949999999995,36.46970454545454
2005-04,27.810354545454548,0.211685,0.012903449999999999,5.361296363636364,35.99349090909091
2005-05,27.95137777777778,0.21270550000000002,0.012990538888888889,5.504775555555556,35.48470555555555
2005-06,28.49786666666666,0.21307128571428569,0.013242504761904764,5.627018095238095,34.72522380952381
2005-07,28.69443181818182,0.21151468181818184,0.013336877272727275,5.692992727272728,34.56811363636364
2005-08,28.479809090909086,0.21022168181818185,0.01323703181818182,5.649131818181819,35.01528181818183
2005-09,28.38001363636364,0.21142481818181819,0.013182568181818182,5.593485,34.80833181818182
2005-10,28.563133333333326,0.21347923809523808,0.013271995238095238,5.575348571428572,34.33768571428571
2005-11,28.762576190476196,0.2145423333333334,0.013369385714285713,5.621228095238096,33.951385714285706
